O=S(=O)([O-])c1ccc(O)cc1,0
OCC(Cl)CCl,0
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,1
CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,0
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,0
Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1,0
CN1C(=O)CC(C)(c2ccccc2)C1=O,0
O=[N+]([O-])c1ccc(Cl)cc1,0
CC(C)=CCC[C@H](C)CCO,0
CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,0
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,0
CC1=C(O)C(=O)OC1C,0
C=CCc1ccc(OC(=O)Cc2ccccc2)c(OC)c1,0
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,1
c1ccc(-c2ccccc2)cc1,0
CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
C=CC(=O)OCCCCCC(C)C,0
O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@@H](C(=O)O)C(C)C,0
Nc1ccccc1,0
Cc1ccc(-c2ccccc2)cc1,0
C=CC(=O)NC(C)C,0
NCCc1cnc[nH]1,0
O=C1c2ccccc2CCc2ccccc21,0
CCN(CC)C(=O)SCc1ccc(Cl)cc1,0
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,1
CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,0
Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0
Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C,0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(C)c(CC(=O)[O-])s3)CS[C@H]12)c1csc(N)n1,0
CCCC(=O)C(CC)Sc1ccoc1C,0
O=C(O)c1cccc(Cl)n1,0
Nc1c(CC(=O)[O-])cccc1C(=O)c1ccccc1,0
N#CC1(N=NC2(C#N)CCCCC2)CCCCC1,0
Oc1cccc2cccnc12.Oc1cccc2cccnc12,1
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,0
CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C,1
O=C(O)CNCC(=O)O,0
Brc1ccc(Br)cc1,0
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0
CC(C)(C)c1ccc(O)c(O)c1,0
CCC(=O)Nc1ccc(O)cc1,0
Cc1nc2ccc(Cl)cc2[nH]1,0
c1ccccc1,0
CCCCOC(=O)COc1ccc(Cl)cc1Cl,0
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0
CCN(CC)CCO[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,0
Nc1ccccc1,0
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,0
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,1
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1,0
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,0
C=COCCCCO,0
CN1C(=S)CN=C(c2ccccc2)c2cc(Cl)ccc21,0
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,0
CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,0
Cc1cccc(N)c1N,0
Nc1nc2nc[nH]c2c(=S)[nH]1,1
O=[N+]([O-])c1cccc(CCl)c1,0
CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C,0
Cc1ccc(N)cc1N,0
CN(C)CCN(Cc1cccs1)c1ccccn1.CN(C)CCN(Cc1cccs1)c1ccccn1,0
CN(CCCl)CCCl,1
CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,0
CC(CO)CO,0
CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2,0
CNCCO,0
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,0
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,1
CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,0
O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,1
CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,0
CC(=O)OCCOC(C)=O,0
CCCCCCCC(=O)OCC(O)CO,0
C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0
C=CCCCCCCCCCCCC,0
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,0
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C,0
CC(NNC(=O)c1ccccc1)c1ccccc1,0
C=CCN1C(=O)C(CC(C)C)NC1=S,0
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,0
O=CC=Cc1ccccc1,0
Cc1cc(C)n(CO)n1,0
Cc1c(-c2cccnc2)c2ccccc2n1CCCCC(=O)O,0
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0
C=CN1CCCC1=O,0
CC1(c2ccccc2)OC(C(=O)O)=CC1=O,0
O=C1C(=O)c2ncccc2-c2cccnc21,1
Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1,0
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,0
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,1
O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,1
CCNC1(c2cccs2)CCCCC1=O,0
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,0
O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,1
Fc1c(F)c(F)c(Br)c(F)c1F,0
F/C(COc1ccc2c(c1)[nH]c1ccccc12)=C1/CN2CCC1CC2,0
CC(=O)c1ccc(C)cc1,0
COc1c2occc2cc2ccc(=O)oc12,0
C=C1C[C@]23CC[C@@H]4[C@](C)(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC[C@]4(C)[C@@H]2C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1C3,0
C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,0
CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,0
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],0
CCCCCC=CCC(=O)OC,0
O=S(=O)(O)c1ccc(O)c2ncccc12,0
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,1
CN(C)C(=O)CNC(=O)Cc1ccccc1,0
ON=C1CCCC1,0
CN(C)c1ccncc1,0
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,0
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,1
CC(C)(C)c1ccccc1,0
O=C1NS(=O)(=O)c2ccccc21,0
CCCCC(=O)[O-],0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,0
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,1
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,0
CCOC(=O)COc1ccc(C)cc1,0
Oc1ccc(O)c2c(O)cccc12,0
O=C(OCc1ccccc1)C(=O)OCc1ccccc1,0
Brc1c2ccccc2cc2ccccc12,1
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,0
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,1
CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,0
O=S(=O)(O)NC1CCCCC1,0
CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,0
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,0
c1ccc2c(c1)Oc1ccccc1S2,0
Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2,0
C=CCSSCC=C,1
CCNc1cccc(C)c1,0
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,0
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,1
[O-][n+]1ccccc1SSc1cccc[n+]1[O-],1
Nc1ccc([N+](=O)[O-])cc1N,0
Nc1ccc2ccccc2c1S(=O)(=O)O,0
Cc1cccc(C)c1NC(=O)CN(CC(=O)O)CC(=O)O,0
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,1
O=S(=O)(Cl)c1ccccc1,0
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,0
C/C(=C\c1csc(C)n1)C1C[C@@H]2O[C@]2(C)CCC[C@H](C)C(O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,1
CCN1C(=CC=Cc2ccc3ccccc3[n+]2CC)C=Cc2ccccc21,1
COc1cc(NCCCC(C)N)c2ncccc2c1,1
CNCCCN1c2ccccc2CCc2ccccc21,0
CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,1
N#Cc1ccc(CC(=O)c2cccc(C(F)(F)F)c2)cc1,0
S=C=NCc1ccccc1,1
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,1
NC(=O)CCCCC(N)=O,0
CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CO2,0
C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,1
Nc1ccc(/N=N\c2ccccc2)c(N)c1,0
[O-][Cl+3]([O-])([O-])[O-],0
NC(=O)NC(N)=O,0
Oc1c(Br)cc(Br)cc1Br,1
CN(N=O)C(=N)N[N+](=O)[O-],1
NNc1nc(-c2ccc(N)cc2)cs1,0
CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@@]5(C)C(CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)[C@@H](O)C[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1
CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@H](C)O[C@H](C)C1,0
CCCCCC#CC(=O)OC,0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1
CC1=CC(=O)c2ccccc2C1=O,1
c1ccc2c(c1)OCC(C1=NCCN1)O2,0
O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,1
CCN(O)CC,0
CCCCCCC1(C)CCC(=O)O1,0
CCOc1cc(OCC)c(C(C)=O)cc1OCC,0
c1ccc(Oc2ccccc2)cc1,0
O=C([O-])CF,0
O=C([O-])C1O[Sb]2OC(=O)C(O2)C(C(=O)[O-])O[Sb]2OC(=O)C1O2,1
C/N=C(\NC)NCc1ccccc1.C/N=C(\NC)NCc1ccccc1,0
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0
Cc1ccc(N=Nc2c(O)ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)c2O)c(C)c1,0
NC(=O)N=NC(N)=O,0
C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,0
CN(C)CCN(C)CCO,0
Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc([N+](=O)[O-])ccc1N2,1
Cc1cccc(O)c1N,1
CCCn1cc[n+](C)c1,0
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,1
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0
NCCc1ccc(O)cc1,0
O=CCCCC=O,1
CC(C)C(=O)OCCc1ccccc1,0
C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,1
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,0
C=CC(=O)OCCCCCCCCCC,0
CC(O)C#CC(C)O,0
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,0
Nc1ccc(Br)cc1,0
O=C1c2ccccc2C(=O)C1(O)O,1
O=C1CCCCC1C1CCCCC1,0
CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,0
c1cc(OCC2CO2)ccc1Cc1ccc(OCC2CO2)cc1,1
O=C(O)c1ccc(O)cc1O,0
c1ccc2c(c1)OCC(CN1CCCCC1)O2,0
CCC(C)(C)C1CCC(O)CC1,0
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,0
CC(=O)OCC=Cc1ccccc1,0
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,0
OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,1
CC(C)(C)C1CCC(=O)CC1,0
COC(C=C(C)CCC=C(C)C)OC,0
CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,0
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,0
C1CCC(C2CCCCC2)CC1,0
CC(C)=CCOC(=O)c1ccccc1,0
CC(=O)Nc1cc([As](=O)(O)O)ccc1O,0
CCC1OCC(COc2ccc(Oc3ccccc3)cc2)O1,0
CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OCC[C@H]21,0
CCCC(=O)OC/C=C(\C)CCC=C(C)C,0
Cl[C@H]1OCCO[C@@H]1Cl,0
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,0
N=C(N)c1ccccc1,0
CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,0
CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,0
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,0
COC(=O)CCS,0
CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,0
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,0
C=C(C)c1cccc(C(=C)C)c1,0
CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,1
CC(=O)C=CC1=C(C)CCCC1(C)C,0
CCN(C)N=O,0
Nc1ccccc1Nc1ccccc1,0
CC(=O)Nc1ccc(C(=O)CCl)cc1,1
[O-][N+](=Nc1ccccc1)c1ccccc1,0
C1CCC2=NCCCN2CC1,0
Cc1cc(C)c(N)c(Cl)c1,0
CCC(Cl)CCl,0
CN(C)CCCNCCCN,0
C=CC(C)(C)CC(=O)OC,0
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,0
O=C(O)CCCC(=O)O,0
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,1
C[C@]12C(=O)OC(=O)[C@@]1(C)C1CCC2O1,1
C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O,0
FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,0
CNC(=O)/C=C(\C)OP(=O)(OC)OC,0
Cc1nc2ccc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)cc2c(=O)[nH]1,1
CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0
CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,1
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,0
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,0
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,0
CC(C)c1ccc(O)cc1,0
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0
CCCCCCCCCCCCCBr,0
CCCCN(N=O)C(=N)N[N+](=O)[O-],1
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,0
N=C(N)NN,0
C=CC(=O)OCC,0
OCCC1CCCCN1,0
CCN(CC)c1ccccc1,0
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,0
CC(C)CC(=O)O,0
CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,1
CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,0
CC(C)(CO)COC(=O)C(C)(C)CO,0
O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,0
COC(=O)NN,0
CCOC(=O)CCc1ccccc1,0
CCn1ccnc1CC1COc2ccccc2O1,0
O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,1
CCCC(C)CC,0
COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC,0
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0
O=C1OC(=O)c2ccccc21,0
[O-][n+]1ccccc1S[Zn]Sc1cccc[n+]1[O-],1
C/C(=N\O)c1ccc(OCC(=O)N2CCCCC2)cc1,0
COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,1
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],0
CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2C[C@H](N(C)[C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,0
COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,0
C=CCOC(C)=O,0
O=c1c(=O)c2cccc3cccc1c32,1
Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,1
O=S(=O)([O-])c1ccc2ccccc2c1,0
CC(C)(O)C#N,0
Cc1ccc(C(C)(C)C)cc1,0
CC(C)(C)CC(C)(C)N,0
CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,0
C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,0
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,0
CCCCCCOc1ccc(O)cc1,1
COc1ccc(N)cc1,0
Oc1ccccc1-c1ccccc1,0
CC(=O)NC1CCSC1=O,0
ClC(Cl)(Cl)C(Cl)(Cl)Cl,0
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,1
O=C(O)c1ccco1,0
NNCCO,0
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,1
O=[N+]([O-])c1ccccc1CCl,0
CCCCOC(=O)c1ccccc1C(=O)OCCCC,0
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0
CCC1(c2cnc[nH]2)Cc2ccccc2C1,0
C=CCNC(N)=S,0
N=C(N)NN=C(C=Cc1ccc([N+](=O)[O-])o1)C=Cc1ccc([N+](=O)[O-])o1,1
O=NN(c1ccccc1)c1ccccc1,0
CCCOC(=O)c1ccc(O)cc1,0
CCC(C)(CCC(C)C)C(=O)O,0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Oc2c(C)c(C)c3c(c2C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O3)C(C)(C)CCC1,0
c1ccc2sc(SNC3CCCCC3)nc2c1,0
OCCCC1CCCCC1,0
CCOc1cc(NC(C)=O)ccc1C(=O)OC,0
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,0
CCCCNC(=O)OCC#CI,1
CCOC(=O)CC(=O)c1ccccc1,0
COC(=O)CCC(=O)O,0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],0
COc1ccc(/C=C/C(=O)O)cc1,0
CC(C)OC(=O)Nc1ccccc1,0
CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,0
